"min1","min2","min3","min4","min5","min6","min7","min8","min9","min10","min11","min12","max1","max2","max3","max4","max5","max6","max7","max8","max9","max10","max11","max12","avg1","avg2","avg3","avg4","avg5","avg6","avg7","avg8","avg9","avg10","avg11","avg12","rain1","rain2","rain3","rain4","rain5","rain6","rain7","rain8","rain9","rain10","rain11","rain12"
-6.4,-5.4,-0.7,3.4,7.8,11,13.2,12.4,8.9,5,0.6,-3.5,-0.7,0.8,7.1,13.5,18.9,22,23.7,23.1,18.7,13,6,1.6,-3.48,-2.32,3.22,8.5,13.34,16.55,18.5,17.8,13.82,9.09,3.35,-0.89,37.2,28,31.6,38,52.7,64.4,74.7,62.6,51.4,43.2,45.8,45.5
-5.8,-4.8,-0.4,3.5,7.9,11.3,13.1,12.6,9.2,5.4,0.9,-3,-0.2,1.5,7.5,13.8,19.2,22.3,24.1,23.5,19.1,13.4,6.5,2.1,-3.0333,-1.72,3.5267,8.6933,13.553,16.84,18.667,18.1,14.18,9.4067,3.68,-0.56,34.333,27.4,30,37.733,53.533,62.333,72.533,62.133,47.533,41.2,42.267,42.867
-5.8,-5.4,-0.6,3.7,7.9,11.5,13.7,12.7,9.7,6,1.2,-2.9,0.1,0.9,6.3,12.6,18.5,21.6,23.4,23,18.7,13.5,6.9,2.7,-2.7933,-2.1933,2.92,8.22,13.12,16.567,18.5,17.86,14.273,9.7733,4.1467,-0.02,40.667,28.8,33.667,39.667,48.933,60.533,72,61.933,60.533,49.467,54.933,49
-6,-5.5,-0.7,3.7,7.9,11.4,13.5,12.6,9.5,5.7,0.9,-3.1,-0.2,0.9,7,13.3,18.7,21.9,23.4,22.9,18.6,13,6.3,2,-3.3,-2.45,2.9786,8.3286,13.086,16.464,18.25,17.536,13.864,9.2571,3.5,-0.70714,39.643,29.429,33.357,39.786,51.786,63.214,73.357,62.214,55,45.857,50.429,47.357
-6.4,-5.9,-1.3,3.1,7.4,11,13,12.3,9.2,5.4,0.7,-3.5,0.1,1.1,6.1,12.1,17.8,20.9,22.3,22.1,18.1,13,6.6,2.4,-3.1,-2.4167,2.3583,7.55,12.492,15.85,17.608,17.05,13.533,9.1083,3.5333,-0.61667,44,30.25,35.167,40.75,51.583,69.917,82.75,69.75,67.583,54.667,58.917,53.083
-6.7,-6.1,-1.3,3.3,7.4,11,13.1,12.2,8.8,5,0.4,-3.7,-1.2,0.1,6.4,12.8,18.3,21.3,23,22.4,17.9,12.5,5.6,1.2,-3.975,-3.0167,2.4333,7.8833,12.733,15.967,17.908,17.142,13.275,8.6917,2.9333,-1.3333,41.583,30,34.583,39.5,53.25,68.75,79.583,66.25,58.417,47.917,52,50.25
-5.4,-5,-1,3.7,7.9,11.4,14,13.4,10.4,6.5,1.7,-2.5,-0.7,0,5.2,12.1,17.6,20.8,22.8,22.4,18.2,12.8,6.1,1.9,-3,-2.45,2.1,7.8,12.675,16.025,18.375,17.85,14.3,9.65,3.925,-0.3,43.5,33.25,38.5,34.25,47.75,57.75,77,70.75,75,62.5,58.5,57.5
-6.5,-6,-1.5,3.6,7.7,11.1,13.6,13,9.9,5.9,0.9,-3.4,-0.1,0.7,5.6,12.4,18,21.3,23.3,22.9,18.6,13.2,6.5,2.3,-3.2923,-2.6077,2.1462,8,12.923,16.285,18.492,17.977,14.338,9.6231,3.7538,-0.49231,44.692,32.308,37.154,36.923,49.769,63.692,81.231,71.154,72.615,59.385,59.385,55.923
-5.8,-5.5,-1.9,2.6,6.6,10.2,12.7,12.2,9.2,5.6,1,-3.1,-0.8,-0.1,4.8,11.5,16.7,19.9,21.9,21.3,17.4,12.3,5.8,1.6,-3.325,-2.9,1.45,7.025,11.65,15.038,17.312,16.762,13.312,8.9625,3.4125,-0.7625,43.375,33,37.125,34.5,48.25,56.625,77.625,72.375,74.25,62.375,59.125,56.75
-6.9,-6.5,-2.5,2.2,6.3,9.8,12.1,11.5,8.5,4.8,0.1,-4.1,-1.9,-1,4.5,11.7,17,20.1,22,21.5,17.3,12,5.2,0.7,-4.5,-3.8375,0.9375,6.9625,11.575,14.888,17.05,16.45,12.85,8.325,2.5625,-1.8,45.875,33.75,36,37.5,52,63.875,83.375,75.5,71.5,60,59.625,55.5
-4.5,-3.1,-0.3,3.7,8.2,11.5,12.9,12.7,9.1,4.6,0.8,-2.5,1.9,4.3,9.5,15.6,20.6,24,26,25.3,21,15,8,3.5,-1.36,0.57,4.58,9.59,14.34,17.67,19.35,18.92,14.95,9.69,4.36,0.48,34,34.3,38.3,45.5,65.2,80,79.1,70.2,48.1,40.6,47.4,41.4
-4.4,-3,-0.2,4.1,8.6,12.1,13.4,13,9.4,4.7,1,-2.3,2.5,4.8,9.9,15.9,20.8,24.3,26.3,25.6,21.3,15.3,8.4,3.8,-1.0417,0.79167,4.8833,10,14.742,18.217,19.858,19.325,15.308,9.9583,4.7333,0.85,34.25,36,39.833,45.667,65.167,76.833,76.917,70.167,49.25,43.417,49.583,44.083
-5.5,-4.1,-1.2,3,7.4,11,12,11.7,8.4,3.8,0.3,-3.2,1.3,3.9,9.3,15.5,20.5,24,25.8,25.2,21,15,7.9,3.1,-2.1125,-0.0125,4.0875,9.225,13.938,17.462,18.875,18.438,14.65,9.3875,4.1375,0.025,38.375,36.625,39.5,48.5,70.375,89.75,86.875,83.875,52.25,44.25,53.125,46.75
-5,-3.6,-0.7,3.6,8,11.7,12.7,12.4,8.9,4.2,0.8,-2.6,1.7,4,9.7,16.3,21.2,24.8,26.6,26,21.7,15.7,8.6,3.7,-1.5583,0.25833,4.6417,10.15,14.775,18.542,19.908,19.367,15.442,10.025,4.9,0.71667,35.167,35.417,36.167,43,62,74.5,73.833,72.583,45.5,42.667,52.167,46.583
-6.3,-4.9,-2,1.7,6.1,9.2,10.6,10.5,7.5,3.5,-0.5,-4.3,0.2,2.8,7.9,13.8,18.9,21.9,23.8,23.6,19.5,13.7,6.4,1.8,-3.1333,-1.1667,2.7167,7.4833,12.233,15.308,16.883,16.725,13.233,8.4,2.8167,-1.3083,28.75,27.75,29.917,38.833,69.5,86.333,82.167,76.167,49,37.917,42,34.917
-5.1,-3.4,-0.4,3.5,7.9,11,12.4,12.3,9,4.7,0.7,-2.9,1.3,3.9,9.2,15.3,20.3,23.6,25.5,25,20.8,14.8,7.6,3,-1.96,0.19,4.29,9.29,14.05,17.2,18.85,18.57,14.82,9.59,4.05,-0.07,28.6,27.9,30.6,38.7,64,79,76.5,67.1,45.4,36.6,42.1,34.2
-6.2,-4.7,-1.7,2,6.5,9.7,10.9,10.7,7.8,3.8,0,-3.9,0.7,3.2,8.2,14.2,19.3,22.5,24.2,23.9,19.9,14.2,7,2.3,-2.6625,-0.6375,3.325,8.2,12.969,16.169,17.619,17.375,13.9,9.0375,3.5438,-0.70625,29.812,29.562,31.312,42.688,74.125,92.188,85.062,82.938,52.75,40.312,45.125,37.375
-5.9,-4.3,-1.2,2.8,7.2,10.5,11.6,11.4,8.3,3.9,0.2,-3.5,1.1,3.8,9.1,15.2,20.2,23.5,25.4,24.9,20.7,14.7,7.5,2.9,-2.425,-0.26667,3.7833,8.7917,13.542,16.842,18.308,17.975,14.358,9.2667,3.8167,-0.38333,33.833,33,34.75,44.833,71.333,90.583,84.917,81.583,51.917,41.667,48.833,41.5
-7.3,-6.2,-3.5,0.1,4.5,7.7,8.9,8.8,6.1,2.5,-1.5,-5.3,0.6,2.5,7.1,12.9,18,21.3,22.7,22.6,18.7,13.4,6.5,2.2,-3.8083,-2.3667,1.2917,5.8417,10.558,13.767,15.083,14.975,11.758,7.475,2.075,-1.95,31.583,31.083,32.417,43.083,76.417,94.25,93.083,93.75,54.917,43.083,44.5,38
-6.8,-5.6,-2.7,0.9,5.3,8.4,9.6,9.5,6.8,3.1,-0.9,-4.8,0.4,2.8,7.6,13.5,18.7,21.8,23.5,23.3,19.3,13.8,6.7,2.1,-3.2154,-1.5077,2.2923,6.9692,11.677,14.808,16.238,16.108,12.785,8.2,2.7154,-1.4077,27.769,27.538,29.692,39.538,72.154,88.846,86.769,83.846,50.769,39.154,41.462,33.615
-6.5,-5.4,-2.6,1.1,5.5,8.8,9.9,9.7,7,3.2,-0.6,-4.4,0.9,2.7,7.4,13.5,18.7,22.2,23.6,23.2,19,13.7,7.1,2.6,-2.6154,-1.1231,2.6231,7.4308,12.231,15.654,16.915,16.6,13.162,8.6231,3.4,-0.63846,31.769,30,31.385,41.692,73.308,86.923,88.231,86.692,53.692,41.615,43.077,38.538
-8.1,-7.1,-4.5,-0.8,3.6,6.8,8.1,8,5.3,1.7,-2.4,-6.1,0.2,2.4,7.1,12.9,18.1,21.4,23,22.7,18.7,13.4,6.4,1.9,-3.5833,-2.0417,1.6083,6.2833,11.092,14.375,15.733,15.533,12.208,7.7333,2.375,-1.7167,34.917,33.917,34,46.417,81.417,101,93.75,96.833,59.583,44.833,47.917,44.167
-6.2,-4.9,-0.9,2.9,7.2,10.7,12,11.6,8.6,4.7,0.7,-3.3,1,2.9,7.7,13.9,18.7,22.1,23.9,23.5,19.3,14,7.2,2.7,-2.6583,-1.125,3.4667,8.4583,12.983,16.433,17.925,17.567,14.025,9.375,3.875,-0.41667,26.333,24.833,27.667,37.833,60,69.917,80.833,70.333,45.917,37.667,37,33.25
-7.1,-5.8,-2.1,1.5,5.7,9,10.2,10,7.3,3.7,-0.4,-4.6,1.1,2.9,7.6,13.5,18.6,22,23.4,23.1,19.1,13.9,7.1,2.7,-2.9143,-1.3714,2.7571,7.5357,12.136,15.471,16.821,16.579,13.236,8.75,3.2929,-0.87143,26.357,26,28.786,39.357,67.714,80.929,86.5,80.857,49,39,39.214,32.143
-5.7,-4.8,-1.1,2.9,7.2,10.8,12,11.6,8.6,4.7,0.8,-3.1,1,2.8,7.6,13.5,18.7,22.1,23.5,23.2,19.2,13.9,7.1,2.7,-2.44,-1.1,3.0533,8.1133,12.893,16.447,17.74,17.36,13.733,9.1133,3.8267,-0.32,28.867,26.4,27.933,36.133,59.133,68.2,79.333,71.667,47.533,37.933,39.067,35.6
-5.2,-4.1,-1,2.6,7,10.4,11.5,11.2,8.3,4.5,0.8,-3,1.1,2.9,7.5,13.5,18.7,22.3,23.5,23.1,19.1,13.9,7.1,2.8,-2.0133,-0.62667,3.22,8.1467,12.933,16.493,17.673,17.287,13.76,9.14,4.0333,0,29.733,27.333,28.8,37.133,64.533,74.667,82.333,77.267,48.8,39.2,39.6,35.467
-6.3,-4.9,-0.7,3.2,7.5,11.1,12.5,12.2,9,5.2,1,-3.4,0.1,1.9,7.4,13.7,18.9,22.3,23.8,23.4,19,13.6,6.7,2,-2.9417,-1.4083,3.3583,8.4667,13.217,16.658,18.2,17.85,14.058,9.4083,3.8167,-0.6,29,25,28.167,36,53.75,62.417,73.917,62,45,38.083,37.167,36.917
-6.4,-4.9,-0.7,3.2,7.5,11,12.5,12.1,9,5.1,0.9,-3.4,0.3,2.2,7.6,13.9,18.8,22.2,23.9,23.5,19.2,13.8,6.9,2.3,-3.1125,-1.4625,3.475,8.5875,13.112,16.6,18.212,17.838,14.112,9.475,3.9,-0.65,27.5,25,27.75,36.875,56.625,65.375,76.5,66,45.125,37.75,37,35.125
-5.9,-5,-0.9,3.2,7.5,11.1,12.5,12.1,8.9,5,0.9,-3.1,0.1,1.9,7.1,13.8,19.1,22.5,24.1,23.7,19.1,13.5,6.6,2,-2.9133,-1.6,3.06,8.4667,13.287,16.747,18.247,17.833,13.96,9.2667,3.6733,-0.60667,28,23.733,26.133,33.333,52.133,62,73.733,63.067,45.933,36.8,38.4,35.8
-5.7,-4.8,-1,3.1,7.4,11,12.4,12,8.8,5,0.8,-3.1,0.3,2.1,7.3,13.7,18.9,22.3,23.9,23.5,19,13.6,6.8,2.3,-2.76,-1.41,3.09,8.33,13.13,16.62,18.04,17.65,13.91,9.25,3.77,-0.49,27.8,24.6,26.6,34.6,54.7,63.5,75.5,66.6,46,36.8,38.6,35.3
-6.6,-5.5,-0.9,3.2,7.7,10.8,12.9,12.3,8.6,4.8,0.4,-3.6,-1.1,0.6,6.6,13,18.5,21.5,23.3,22.7,18,12.3,5.5,1.2,-3.8625,-2.4875,2.8125,8.0875,13.062,16.112,18.125,17.45,13.275,8.5125,2.875,-1.275,36.125,27,30.75,36,52,65.5,75.875,62,51,42,43.5,44.25
-5.9,-4.9,-0.8,3.1,7.6,11,12.6,12.2,8.9,5,0.7,-3.2,0.1,1.8,7,13.2,18.8,22.1,23.5,23.1,18.7,13,6.3,2,-2.9833,-1.625,3.0417,8.1167,13.225,16.467,18.1,17.658,13.675,8.95,3.4,-0.68333,32.167,25.417,28.75,35.583,52.25,62.583,73.667,60.583,47.083,39.667,39.75,40.167
-6.6,-5.6,-1.2,3.2,7.6,10.9,12.7,12.2,8.9,5,0.5,-3.6,-1,0.5,6.2,13.1,18.7,21.9,23.5,23,18.4,12.6,5.6,1.1,-3.83,-2.6,2.41,8.15,13.08,16.34,18.08,17.56,13.62,8.72,2.95,-1.3,33.1,25.2,27.9,33.3,50.9,65.9,76.3,62.9,51.5,40.7,42,41
-6.2,-5.3,-1.2,3.1,7.5,10.9,12.5,12.1,8.8,5,0.6,-3.4,-0.2,1.4,6.7,13.5,18.9,22.2,23.9,23.4,18.8,13.1,6.1,1.7,-3.36,-2.14,2.64,8.16,13.12,16.467,18.073,17.64,13.693,8.9,3.2267,-1.0067,30.667,24.533,27.067,33.467,51.667,64.4,75.267,62.533,48,38.467,39.933,38.6
-7.4,-6.7,-1.9,3.3,7.4,10.8,13.2,12.4,9.2,5.2,0.2,-4.2,-1.3,-0.3,5,12.4,17.6,20.8,22.6,22,17.6,12.2,5.5,1.1,-4.6267,-3.86,1.4733,7.7267,12.453,15.78,17.847,17.153,13.387,8.6267,2.6667,-1.8,44.6,32.333,37.067,38.333,53.067,70.267,84,71,66.533,54,56.467,53.733
-7.4,-6.7,-1.8,3.3,7.5,10.8,13,12.2,8.7,4.8,0,-4.3,-1.9,-0.2,6,12.8,18.3,21.3,23.1,22.5,17.8,12.1,5.1,0.6,-4.66,-3.5533,2.0067,7.9467,12.747,15.893,17.987,17.227,13.18,8.3467,2.52,-1.8733,40.533,29.4,33.8,36.6,52.533,69.133,80,65.8,57.133,46.267,49.067,48.667
-7.5,-6.8,-2.3,2.6,6.6,10.1,12.3,11.7,8.7,4.8,0.1,-4.3,-2.3,-1,4.6,12.3,17.6,20.6,22.4,22,17.6,11.8,4.6,0.1,-4.95,-4.0167,1.1083,7.425,12.058,15.333,17.308,16.75,13.1,8.25,2.3083,-2.1,42.333,30.75,33,36.5,52.5,68,82.417,72.25,64.583,52.75,53.667,50.5
-7.5,-6.7,-1.9,3,7.2,10.6,12.5,12,8.9,4.9,0,-4.3,-1.5,0,5.6,12.9,18.3,21.4,23.1,22.5,18,12.2,5.2,0.7,-4.5667,-3.4333,1.725,7.8917,12.683,15.908,17.733,17.217,13.442,8.45,2.475,-1.875,36.75,27.333,29.75,34.5,51.667,68.083,79.25,66.833,56.833,45.25,46.417,44.75
-5.9,-3.9,-0.6,3.5,7.9,11.2,12.3,12,8.8,4.3,0.5,-3.4,1.2,3.9,9.4,15.6,20.7,24,25.8,25.3,21.2,15.2,7.9,3,-2.3375,0.0125,4.3625,9.5,14.262,17.55,19,18.6,14.95,9.775,4.1875,-0.2125,36.625,37.25,35.375,45.875,69,83.5,73.25,77,50.625,42.125,55.25,46.5
-5.2,-3.1,0.2,4.5,8.9,12.2,13.2,12.9,9.6,5,1.2,-2.7,1.6,4.7,10.4,16.6,21.7,24.8,26.8,26.2,22.2,16.2,8.5,3.5,-1.7083,0.75,5.2167,10.533,15.275,18.567,20.025,19.608,15.858,10.542,4.875,0.41667,34.667,35.083,30.5,40.333,61.333,68,59.083,66.833,43.667,37.25,52.583,42.833
-6.9,-5.4,-2.2,1.8,6.1,9.4,10.6,10.3,7.4,3.4,-0.5,-4.5,0.5,3.3,8.6,14.7,19.8,23,24.8,24.5,20.4,14.7,7.1,2.2,-3.2812,-1.2188,2.9,7.8562,12.588,15.85,17.319,17.006,13.544,8.6625,3.1,-1.2625,38.188,39.312,39.188,51.75,82.062,103.38,89.062,92.062,59.875,45.938,56.5,49.875
-4.7,-5.3,-2.4,2.1,7.6,11.8,13.8,12.6,9.9,6.1,1.5,-1.3,3,3.1,5.5,9,14.9,18.9,20.3,19.6,16,11.4,7,3.9,-0.9,-1.1333,1.5333,5.5333,11.2,15.267,17.033,16.067,12.967,8.7333,4.2,1.2667,61,37,46,41.667,45,61,78,83,82,76.333,75.333,68.667
-5.2,-5.5,-2.7,2.5,7.9,11.6,13.7,13.1,10.5,6.5,1.6,-0.1,2.9,3.2,5.6,9.3,14.7,18.4,20,19.9,16.6,12,7.7,4.9,-0.9375,-0.875,1.6375,5.8375,11.125,14.938,16.85,16.412,13.462,9.1375,4.6375,2.45,49.125,30.375,39.125,38.75,41.5,53.75,69.875,68.75,66.125,60.5,63.25,57.75
-4.5,-5.1,-2.7,0.9,6.1,10.3,12.2,11.1,8.4,5.1,0.4,-2.4,3.1,3.1,5.6,9,14.9,19.1,20.5,19.3,15.8,11.3,6.7,3.4,-0.85833,-1.0917,1.35,5.1417,10.767,14.967,16.592,15.508,12.358,8.3417,3.6,0.625,68,42.75,51.25,45.333,47.167,65.333,84.667,89.333,86.167,79.417,80.333,79.333
-4,-4.3,-1.9,1.5,6.7,10.8,12.7,11.9,9.2,5.8,0.8,-1.3,2.8,3,5.5,9.3,14.8,18.8,20.2,19.8,16.3,11.7,7,3.9,-0.57778,-0.7,1.6778,5.5,10.9,14.956,16.644,15.956,12.811,8.7889,3.9,1.3444,58.444,36.667,44.778,40.889,43.556,57.444,75.556,76.444,72.667,68.111,69.222,67.667
-5.4,-6,-3.4,0.2,5.3,9.4,11.2,10.3,7.5,4.3,-0.1,-3.7,1.4,1.7,4.6,9,15.2,19.2,20.3,19.6,15.5,11,6,2.5,-2.21,-2.34,0.44,4.58,10.33,14.46,15.95,15.07,11.51,7.57,2.76,-0.68,81.9,51.1,57.3,50.3,53,70,86.2,89.3,93.9,93.7,93.1,89.8
-5,-5.6,-3.1,0.5,5.7,9.8,11.7,10.7,7.9,4.6,0.1,-3.1,2.6,2.7,5.3,8.9,14.9,19,20.3,19.4,15.8,11.2,6.6,3.3,-1.58,-1.8067,0.84667,4.8067,10.56,14.707,16.28,15.253,11.893,7.8867,3.14,-0.073333,78.467,49.2,56.667,49.133,50.933,69.867,88.267,92.533,93.733,89.867,89.867,89.133
-5.6,-6.3,-3.4,0.1,5.2,9.5,11.3,10.5,7.4,4.2,-0.2,-4.2,0.1,0.5,3.9,9,15.6,19.8,20.9,20,15.4,10.7,5.2,1.6,-2.68,-2.8133,0.37333,4.6933,10.513,14.747,16.213,15.42,11.527,7.5,2.5067,-1.2533,51.8,34.467,38.467,41,46.533,56.533,69.8,74.467,76,74.933,73.733,58.8
-5.9,-6.6,-3.9,-0.2,4.8,8.9,10.7,9.9,7,3.8,-0.6,-4.3,0.4,0.7,3.9,8.9,15.3,19.3,20.4,19.6,15.2,10.6,5.2,1.7,-2.7267,-2.86,0.08,4.32,10.1,14.24,15.7,14.88,11.167,7.2133,2.32,-1.2467,72.867,46.733,51.467,48.333,52.467,66.267,80.933,84,88.467,89.067,88.4,80.533
-7.2,-7.8,-4.5,-0.6,4.7,9.2,11,10.4,6.7,3.2,-1.5,-5.7,-0.7,-0.3,3.4,8.8,15.4,19.5,20.8,19.8,15.1,10.1,4.4,0.7,-3.9714,-4.0929,-0.57143,4.0286,9.95,14.336,15.857,15.057,10.85,6.5857,1.4214,-2.5214,47.429,34.643,37.143,42.214,46.929,62.929,72.143,79.714,75.929,75.071,74,55.786
-6.3,-7,-3.8,0,5.2,9.8,11.6,10.9,7.4,3.9,-0.6,-4.9,-0.2,0.1,3.8,9,15.6,19.8,20.9,20,15.3,10.4,4.9,1.2,-3.1308,-3.2923,0.069231,4.5385,10.4,14.754,16.223,15.454,11.392,7.2231,2.1615,-1.7308,46.231,32.538,35.538,40.308,44.923,56.923,68.231,75.077,73.231,72,71.231,53.769
-10.1,-10.4,-6.5,-2.3,3.1,7.9,9.7,8.9,5,1.3,-3.8,-8.3,-2.4,-1.8,2.4,7.8,14.8,19.1,20.5,19.2,14.1,8.7,2.7,-0.9,-6.2812,-6.175,-2.1188,2.725,8.9062,13.45,15.069,13.969,9.4625,4.925,-0.6,-4.6375,43.625,33.5,34.562,42.688,49.062,71.562,82.25,84.5,76.938,70.062,67.5,52.062
-8.6,-9.1,-5.4,-1.3,4,8.7,10.5,9.7,5.9,2.3,-2.6,-7,-1.5,-1,2.9,8.4,15.1,19.4,20.7,19.6,14.6,9.5,3.6,0,-5,-5.0412,-1.2059,3.5471,9.5824,14.071,15.653,14.694,10.3,5.8941,0.54118,-3.4529,45.471,34.235,35.824,42.765,47.647,67.235,76.412,82.471,76.529,73.294,71.588,53.882
-13.1,-13,-8.9,-4.3,1.1,5.8,7.6,6.7,2.9,-0.7,-6.4,-10.9,-5,-4.1,0.5,6.1,13.2,17.7,19.1,17.6,12.3,6.7,0.4,-3.3,-8.8048,-8.3476,-4.0095,0.95714,7.2429,11.876,13.51,12.314,7.7238,3.0619,-2.7619,-6.9238,37.476,28.571,29.714,38.286,48.524,75.762,89.714,83.952,73.524,58.857,54.81,44.571
-11.2,-11.4,-7.5,-3.1,2.3,7.1,9,8.1,4.3,0.5,-4.7,-9.3,-3.4,-2.8,1.7,7.3,14.3,18.6,20,18.7,13.4,8,1.9,-1.7,-7.3684,-7.1211,-2.8684,2.0737,8.3316,12.879,14.521,13.347,8.7789,4.1474,-1.5316,-5.6263,41.053,31.474,32.737,40.895,49.263,74.105,85.684,84.842,76.211,66.053,62.579,48.842
-15,-14.4,-10.5,-5.9,-0.5,4.1,5.9,5.1,1.4,-2.1,-7.9,-12.5,-6.5,-5.5,-0.8,4.5,11.5,16.1,17.6,16.2,10.8,5.2,-1.1,-4.7,-10.675,-9.9083,-5.6,-0.7,5.4833,10.142,11.85,10.708,6.1667,1.5583,-4.4667,-8.525,36.417,27.167,29.167,34.667,46.833,76.583,93.167,81.5,71.417,52.833,47.333,43.083
-14.6,-14.2,-10.2,-5.7,-0.2,4.5,6.3,5.4,1.6,-1.9,-7.7,-12.2,-6,-4.9,-0.3,4.9,12,16.6,18.1,16.6,11.3,5.7,-0.6,-4.2,-10.389,-9.7611,-5.4389,-0.50556,5.7722,10.472,12.111,10.922,6.3444,1.7278,-4.2556,-8.3278,36.111,27.056,28.833,36.333,48.444,78,93.778,84,72.056,54.111,49.444,42.944
-15.1,-14.5,-11.1,-6.9,-1.9,2.6,4.7,4.2,0.6,-2.9,-8.5,-12.6,-6.8,-5.9,-1.8,2.9,9.6,14.3,15.9,14.6,9.4,4.1,-1.9,-5,-11.311,-10.517,-6.7389,-2.1556,3.65,8.2778,10.067,9.25,4.8556,0.40556,-5.3944,-9.0944,55.056,41.944,45.722,43.111,52.444,83.389,101.78,87.889,85.667,68.556,59,61.778
-15.3,-14.7,-11,-6.5,-1.3,3.3,5.1,4.5,0.9,-2.6,-8.4,-12.8,-7,-5.9,-1.5,3.5,10.4,15,16.6,15.2,9.9,4.4,-1.7,-5.1,-11.15,-10.317,-6.2,-1.4111,4.6444,9.3167,11.022,10.022,5.5444,1.0111,-4.9611,-8.9278,42.167,31.667,34.278,36.5,48.111,78.5,96.167,82.667,75.333,56.778,50.278,48.611
-11.7,-11.2,-8.2,-4.2,0.1,4.5,6.5,6.5,2.9,-0.4,-5.7,-9.5,-3.1,-2.4,0.9,5.1,10.4,14.9,16.6,16.1,11.4,6.5,1.1,-1.4,-7.7278,-7.0778,-3.8222,0.33333,5.2889,9.7611,11.661,11.411,7.1444,2.8944,-2.5,-5.7278,84.278,64.833,71.778,56.389,55.889,84.889,99.667,90.778,111.17,101.94,81.333,93.667
-13,-12.4,-9.1,-4.9,-0.2,4.3,6.2,6,2.4,-1.1,-6.6,-10.6,-4.9,-4,-0.2,4.4,10.5,15,16.6,15.8,10.8,5.6,-0.2,-3.1,-9.175,-8.4417,-4.8333,-0.45,4.9083,9.4583,11.3,10.742,6.4167,2.0583,-3.55,-7.0583,65.333,49.833,55,47.083,52,81.25,97.75,86.083,95.417,81.5,66.917,73.417
-4.4,-5,-2.7,0.7,5.5,9.6,11.5,10.9,8.1,4.9,0.3,-2.6,1.8,1.9,4.5,9,15.1,19.2,20.5,19.7,15.5,10.9,5.9,2.5,-1.38,-1.5333,0.93333,4.82,10.267,14.46,16.033,15.287,11.84,7.92,3.0733,-0.046667,67.067,43.933,49.4,43.933,47.867,60.667,82.4,78.8,78,73.467,74.133,76.533
-3.5,-4,-1.9,1.3,6.3,10.4,12.4,11.7,9,5.7,0.8,-1.5,2,2.1,4.7,9.2,14.8,19.1,20.5,20.1,16.1,11.5,6.5,3.2,-0.65,-0.83,1.45,5.19,10.45,14.68,16.36,15.81,12.45,8.53,3.69,0.78,60.6,39,44.9,39.7,44.2,54.8,75.5,70.9,69.1,66.5,66.8,67.5
-4.4,-4.8,-2.6,0.5,5.1,9.3,11.2,10.8,7.8,4.6,0.4,-2.9,1,1.3,4.1,9.6,15.8,19.7,21,20.2,15.6,10.8,5.6,2.2,-1.66,-1.7067,0.86,4.9467,10.253,14.387,16.073,15.56,11.84,7.76,3.0133,-0.30667,55.267,37.4,40.867,38.933,45.333,51,73.6,65.067,65.867,59.933,61.467,60.867
-3,-3.5,-1.6,1.3,5.9,10.1,12.2,12,9.1,5.8,1.5,-1.5,1.9,2,4.7,9.3,14.9,19.2,20.8,20.4,16.3,11.6,6.5,3.2,-0.49,-0.64,1.59,5.34,10.41,14.72,16.58,16.28,12.73,8.73,4.1,0.91,51.7,34.8,37.4,36.4,41.6,44.9,68.4,58.5,60.1,55.7,58.1,55.7
-6.3,-6.9,-4.2,-0.7,4,8,9.9,9.1,6.4,3.4,-0.9,-4.7,0.2,0.5,3.6,8.6,15,19.4,20.5,19.5,14.9,10.1,4.7,1.2,-3.1273,-3.2091,-0.26364,4.0091,9.6091,13.791,15.255,14.364,10.7,6.8182,1.9455,-1.6909,60.364,40.364,45.182,42.818,50.091,60.273,80.636,77.364,80.818,73.182,73.636,68.636
-5.3,-5.8,-3.3,0.1,4.8,8.9,10.7,10.1,7.2,4.2,-0.1,-3.6,1.1,1.4,4.2,9,15.3,19.5,20.6,19.7,15.2,10.5,5.3,1.9,-2.18,-2.2733,0.45333,4.5533,10.133,14.3,15.78,14.913,11.36,7.4267,2.5867,-0.82,67.067,44.2,49.467,44.733,49.733,62.4,83.6,80.6,82.6,76.267,76.867,77.2
-6.3,-6.9,-4.3,-0.9,3.6,7.8,9.6,9,6.1,3,-1,-4.8,-0.3,0.2,3.5,8.9,15.4,19.6,20.9,19.7,15,10.1,4.5,1,-3.22,-3.32,-0.36,4.04,9.54,13.78,15.3,14.45,10.65,6.6,1.76,-1.86,51,35.8,38.5,37.9,47.3,53.6,75.1,69.5,69.8,60.5,61.4,56.6
-5.4,-5.9,-3.4,-0.2,4.3,8.6,10.4,9.9,7,3.8,-0.2,-3.9,0.3,0.7,4.1,9.7,16.1,19.9,21.1,20.3,15.4,10.4,4.9,1.4,-2.5533,-2.5867,0.28,4.64,10.093,14.207,15.74,15.033,11.2,7.0933,2.2933,-1.2133,54.067,36.867,40.8,38.867,47,54,75.4,68.4,69.4,61.267,62,60.6
-6.7,-7.5,-4.5,-0.9,4.1,8.4,10.2,9.4,6.3,3.1,-1.2,-5.3,-0.1,0.2,3.8,9,15.6,20.1,21.3,20,15.4,10.3,4.6,1,-3.26,-3.4867,-0.24,4.1733,9.9267,14.293,15.8,14.82,10.927,6.84,1.8467,-1.9333,43.667,31.467,32.2,37.667,44.933,51.467,69.267,71.4,69.2,63.667,62.933,50.133
